編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLMKQHGGFCM78CC,29,150.78,住商用,鋼筋混凝土造,82年1月20日,四層,,
RPVNMLSJRHGGFBM07CC,46,91.14,住商用,鋼筋混凝土加強磚造,64年7月8日,二層,,
RPTNMLTJRHGGFBM96CC,33,23.14,倉庫,加強磚造,77年12月24日,二層,,
RPQNMLNJRHGGFBM68CC,17,275.12,住商用,鋼筋混凝土造,93年8月4日,四層,,
RPUNMLTJRHGGFBM07CC,33,21.48,倉庫,加強磚造,77年12月24日,二層,,
RPQOMLOKRHGGFAM88CC,27,170.63,住家用,鋼筋混凝土造,84年1月9日,四層,,
RPTNMLRKRHGGFCM96CC,53,123.29,住商用,鋼筋混凝土加強磚造,58年1月23日,二層,,
RPTNMLRKRHGGFCM96CC,47,39.60,住家用,鋼筋混凝土加強磚造,63年4月10日,三層,,
RPTNMLRKRHGGFCM96CC,53,201.96,住商用,鋼筋混凝土加強磚造,58年1月23日,二層,,
RPQNMLPLIIGGFAM18CC,29,152.64,住家用,鋼筋混凝土造,82年3月27日,三層,,
RPPNMLPLIIGGFBM18CC,28,101.31,人行道、店舖、住宅,鋼架造﹝有牆﹞,82年4月2日,二層,,
RPPNMLKLRHGGFBM48CC,43,111.60,住商用,鋼筋混凝土造,67年4月1日,二層,,
RPROMLRLIIGGFAM68DC,31,1392.52,防空避難室、辦公室、廠房,ＲＣ造、鋼架造無牆,80年1月21日,二層,,
RPQNMLLJJIGGFBM77CC,35,122.34,住商用,加強磚造,76年3月7日,二層,,
RPRNMLLJJIGGFBM87CC,31,204.60,住商用,鋼筋混凝土造,79年7月21日,五層,,
RPPOMLLJJIGGFBM77CC,6,25.76,集合住宅,鋼筋混凝土造,104年8月25日,七層,,
RPPOMLLJJIGGFBM77CC,6,14.88,人行道、台電配電室、電信室、發電機室、梯間、機房、管委會空間、防空避難室兼停車空間、水箱,鋼筋混凝土造,104年8月25日,七層,,
RPOOMLLJJIGGFBM67CC,6,24.09,集合住宅,鋼筋混凝土造,104年8月25日,七層,,
RPOOMLLJJIGGFBM67CC,6,13.76,人行道、台電配電室、電信室、發電機室、梯間、機房、管委會空間、防空避難室兼停車空間、水箱,鋼筋混凝土造,104年8月25日,七層,,
RPQOMLLJJIGGFBM87CC,6,25.76,集合住宅,鋼筋混凝土造,104年8月25日,七層,,
RPQOMLLJJIGGFBM87CC,6,14.88,人行道、台電配電室、電信室、發電機室、梯間、機房、管委會空間、防空避難室兼停車空間、水箱,鋼筋混凝土造,104年8月25日,七層,,
RPROMLLJJIGGFBM97CC,6,23.72,集合住宅,鋼筋混凝土造,104年8月25日,七層,,
RPROMLLJJIGGFBM97CC,6,13.67,人行道、台電配電室、電信室、發電機室、梯間、機房、管委會空間、防空避難室兼停車空間、水箱,鋼筋混凝土造,104年8月25日,七層,,
RPTNMLNJJIGGFAM18CC,18,221.24,住家用,鋼筋混凝土造,92年10月23日,九層,,
RPSOMLLJJIGGFBM08CC,6,25.76,集合住宅,鋼筋混凝土造,104年8月25日,七層,,
RPSOMLLJJIGGFBM08CC,6,14.88,人行道、台電配電室、電信室、發電機室、梯間、機房、管委會空間、防空避難室兼停車空間、水箱,鋼筋混凝土造,104年8月25日,七層,,
