鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
中埔鄉,房地(土地+建物),嘉義縣中埔鄉中山路五段,113.32,住,,,1110816,土地1建物1車位0,全,4,透天厝,見使用執照,鋼筋混凝土造,,237.46,4,2,5,有,無,25800000,108650,,0.0,0,,RPQNMLTKQHHGFDQ27CB,豪冠丰藝,A棟2號
中埔鄉,房地(土地+建物),嘉義縣中埔鄉中山路五段,109.29,住,,,1110813,土地1建物1車位0,全,4,透天厝,見使用執照,鋼筋混凝土造,,181.15,4,2,4,有,無,16000000,88325,,0.0,0,,RPSNMLTKQHHGFDQ47CB,豪冠丰藝,A棟6號
民雄鄉,房地(土地+建物),嘉義縣民雄鄉山中村,102.0,,一般農業區,甲種建築用地,1110818,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,165.3,5,2,4,有,無,8500000,51422,,0.0,0,,RPPNMLMLQHHGFCQ09CB,好薪福NO2,B1號
民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉文隆村山?,40.6,住,,,1110813,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.63,3,2,2,有,無,10200000,69275,坡道平面,29.27,1100000,,RPTNMLNLQHHGFCQ96CB,民雄帝標,8H號
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵七路,24.45,住,,,1110812,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.29,3,2,2,有,無,9600000,80812,坡道平面,16.82,1400000,,RPRNMLOLQHHGFDQ96CB,高鐵國際城,D8棟10號
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵七路,26.74,住,,,1110811,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.57,3,2,2,有,無,10650000,83070,坡道平面,16.82,1450000,,RPSNMLOLQHHGFDQ07CB,高鐵國際城,D1棟2號
太保市,房地(土地+建物),嘉義縣太保市後庄,76.57,,鄉村區,乙種建築用地,1110825,土地4建物1車位0,全,4,透天厝,住家用,鋼骨混凝土造,,181.48,4,3,5,有,無,8800000,48490,,0.0,0,,RPPNMLQLQHHGFDQ96CB,合原月色,A棟2號
大林鎮,房地(土地+建物),嘉義縣大林鎮中興路,140.56,住,,,1110819,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,220.21,4,3,5,有,無,15600000,70841,,0.0,0,,RPQNMLQLQHHGFCQ07DB,林園居,B棟6號
大林鎮,房地(土地+建物)+車位,嘉義縣大林鎮大智三街,55.77,,工業區,丁種建築用地,1110811,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.11,2,2,2,有,無,6050000,58355,一樓平面,18.0,850000,,RPRNMLQLQHHGFCQ17DB,想寓,3棟D號
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里下潭底,86.98,農,,,1110813,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,149.83,4,2,3,有,無,8150000,54395,,0.0,0,,RPPNMLKMQHHGFCQ09DB,大林禾康2期,D棟11號
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里下潭底,86.58,農,,,1110829,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,149.83,4,2,3,有,無,8200000,54729,,0.0,0,,RPQNMLKMQHHGFCQ56DB,大林禾康2期,D棟10號
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里下潭底,86.58,農,,,1110822,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,149.83,4,2,3,有,無,7900000,52726,,0.0,0,,RPRNMLKMQHHGFCQ66DB,大林禾康2期,D棟8號
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里下潭底,207.58,農,,,1110822,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,179.44,5,2,4,有,無,9600000,53500,,0.0,0,,RPSNMLKMQHHGFCQ76DB,大林禾康2期,E棟1號
朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,31.62,住,,,1110819,土地4建物1車位1,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.65,3,1,2,有,無,8320000,72174,一樓平面,22.15,850000,,RPPNMLLMQHHGFBQ98CB,大人物,5B3號
朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,25.95,住,,,1110827,土地4建物1車位1,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.09,2,1,2,有,無,6930000,71580,一樓平面,22.15,850000,,RPQNMLLMQHHGFBQ09CB,大人物,5B7號
民雄鄉,房地(土地+建物),嘉義縣民雄鄉竹子腳,96.0,,特定農業區,甲種建築用地,1110830,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,163.19,5,2,5,有,無,6830000,41853,,0.0,0,,RPQNMLLMQHHGFCQ56CB,寶格日光市,E5棟0號
民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉福樂段142地號,19.46,商,,,1110813,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.93,3,2,2,有,無,9750000,73765,坡道平面,23.75,1180000,,RPUNMLLJRHHGFCQ76CB,領袖,B棟2號
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂段142地號,15.5,商,,,1110813,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.47,2,2,2,有,無,6820000,73754,,0.0,0,,RPVNMLLJRHHGFCQ86CB,領袖,B棟5號
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂段142地號,14.97,商,,,1110816,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.33,2,2,2,有,無,6460000,72316,,0.0,0,,RPWNMLLJRHHGFCQ96CB,領袖,B棟3號
水上鄉,房地(土地+建物),嘉義縣水上鄉吳竹街,93.76,農,,,1110827,土地1建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,160.99,4,2,5,有,無,9680000,60128,,0.0,0,,RPPNMLMJRHHGFDQ09CB,吉利,A棟1號
太保市,房地(土地+建物),嘉義縣太保市民生路,106.33,住,,,1110818,土地10建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,165.42,5,3,5,有,無,11900000,71938,,0.0,0,交易總價含下列非屬預售屋價格之費用:含傢俱設備費；,RPPNMLPJRHHGFDQ76CB,玉興大悅,D棟3號
